study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,higher_better_notes...49,higher_better_notes...50,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...71,corrections_notes_AL,miss_c_mean_raw,miss_ex_mean_raw,miss_c_sd_raw,miss_ex_sd_raw,miss_c_se_raw,miss_ex_se_raw,mean_floored_to1,cohort_id,c_mean_imputed,ex_mean_imputed,c_sd_imputed,ex_sd_imputed,c_se_imputed,ex_se_imputed,lnRR,lnRR_var
abramova_2024_devneur,ex010,con006,out015,es025,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total freezing time,time,s,Light phase,Fig. 2. c,abramova_2024_devneur_fig2c,Con_f_fr,PS_f_fr,Con_PS_f_fr,Independent,No,Positive,,2.59,3.45,37,0.57,,20.84,19.55,49,2.79,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.070218584,0.065915157
abramova_2024_devneur,ex011,con007,out015,es026,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total freezing time,time,s,Light phase,Fig. 2. c,abramova_2024_devneur_fig2c,Con_m_fr,PS_m_fr,Con_PS_m_fr,Independent,No,Positive,,1.23,2.02,35,0.34,,3.27,3.72,44,0.56,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.953952663,0.106472086
abramova_2024_devneur,ex010,con006,out016,es027,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total grooming time,time,s,Light phase,Fig. 2. d,abramova_2024_devneur_fig2d,Con_f_gd,PS_f_gd,Con_PS_f_gd,Independent,No,Positive,,22.57,14.12,37,2.32,,30.57,22.63,49,3.23,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.30370034,0.021761638
abramova_2024_devneur,ex011,con007,out016,es028,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total grooming time,time,s,Light phase,Fig. 2. d,abramova_2024_devneur_fig2d,Con_m_gd,PS_m_gd,Con_PS_m_gd,Independent,No,Positive,,28.31,19.54,35,3.3,,48.4,27.76,44,4.19,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.533217263,0.021087806
abramova_2024_devneur,ex010,con006,out017,es029,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Mean grooming duration,time,s,Light phase,Fig. 2. e,abramova_2024_devneur_fig2e,Con_f_mg,PS_f_mg,Con_PS_f_mg,Independent,No,Positive,,6.97,3.61,37,0.59,,7.61,4.63,49,0.66,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088000042,0.014804493
abramova_2024_devneur,ex011,con007,out017,es030,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Mean grooming duration,time,s,Light phase,Fig. 2. e,abramova_2024_devneur_fig2e,Con_m_mg,PS_m_mg,Con_PS_m_mg,Independent,No,Positive,,7.13,4.67,35,0.79,,12.15,7.17,44,1.08,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.530846738,0.020171745
abramova_2024_devneur,ex010,con006,out018,es031,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Center entries (crossing),count,Count,Light phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_f_ce,PS_f_ce,Con_PS_f_ce,Independent,Yes,Negative,,2.46,1.21,37,0.2,,2.2,1.91,49,0.27,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.107282174,0.021921254
abramova_2024_devneur,ex011,con007,out018,es032,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Center entries (crossing),count,Count,Light phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_m_ce,PS_m_ce,Con_PS_m_ce,Independent,Yes,Negative,,2.87,1.49,35,0.25,,1.48,1.35,44,0.2,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.656665387,0.026610882
abramova_2024_devneur,ex010,con006,out019,es033,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Rearing frequency,count,Count,Light phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_f_re,PS_f_re,Con_PS_f_re,Independent,Yes,Negative,,21.48,5.57,37,0.92,,23.44,10.99,49,1.57,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.088656145,0.006303613
abramova_2024_devneur,ex011,con007,out019,es034,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Rearing frequency,count,Count,Light phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_m_re,PS_m_re,Con_PS_m_re,Independent,Yes,Negative,,21.46,9.73,35,1.64,,15.37,8.01,44,1.21,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.333623663,0.012046067
abramova_2024_devneur,ex010,con006,out020,es035,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Sections crossed,count,Count,Light phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_f_cs,PS_f_cs,Con_PS_f_cs,Independent,Yes,Negative,,50.7,14.38,37,2.36,,44.22,17.61,49,2.52,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.136217551,0.005410774
abramova_2024_devneur,ex011,con007,out020,es036,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Sections crossed,count,Count,Light phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_m_cs,PS_m_cs,Con_PS_m_cs,Independent,Yes,Negative,,45.52,13.15,35,2.22,,32.55,13.67,44,2.06,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.334562369,0.006392904
abramova_2024_devneur,ex010,con006,out021,es037,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total freezing time,time,s,Light phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_f_fr,PS_f_fr,Con_PS_f_fr,Independent,No,Positive,,10.51,10.74,37,1.76,,31.13,30.81,49,4.4,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.081728732,0.048213634
abramova_2024_devneur,ex011,con007,out021,es038,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total freezing time,time,s,Light phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_m_fr,PS_m_fr,Con_PS_m_fr,Independent,No,Positive,,17.03,15.77,35,2.67,,51.69,49.02,44,7.39,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.108257845,0.044939997
abramova_2024_devneur,ex010,con006,out022,es039,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total grooming time,time,s,Light phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_f_grd,PS_f_grd,Con_PS_f_grd,Independent,No,Positive,,25.07,13.32,37,2.19,,29.12,17.2,49,2.46,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.149498528,0.014749503
abramova_2024_devneur,ex011,con007,out022,es040,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total grooming time,time,s,Light phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_m_grd,PS_m_grd,Con_PS_m_grd,Independent,No,Positive,,17.34,8.33,35,1.41,,40.38,25.3,44,3.81,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.846482766,0.015515485
abramova_2024_devneur,ex010,con006,out023,es041,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Grooming frequency,count,Count,Light phase,Fig. 3. f,abramova_2024_devneur_fig3f,Con_f_gf,PS_f_gf,Con_PS_f_gf,Independent,No,Positive,,3.62,2.13,37,0.35,,4.49,2.18,49,0.31,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.213105574,0.014167957
abramova_2024_devneur,ex011,con007,out023,es042,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Grooming frequency,count,Count,Light phase,Fig. 3. f,abramova_2024_devneur_fig3f,Con_m_gf,PS_m_gf,Con_PS_m_gf,Independent,No,Positive,,3.17,1.5,35,0.25,,4.46,2.78,44,0.42,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3426336,0.015227421
abramova_2024_devneur,ex010,con006,out024,es043,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",female,95,,none,,Depression,Forced Swimming Test (FST),,Total immobility time,time,s,Light phase,Fig.4. a,abramova_2024_devneur_fig4a,Con_f_ti,PS_f_ti,Con_PS_f_ti,Independent,No,Positive,,49.76,27.37,14,7.32,,86.12,19.43,13,5.39,,,,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.539682855,0.025525864
abramova_2024_devneur,ex011,con007,out024,es044,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"No noise, standars housing conditions",male,95,,none,,Depression,Forced Swimming Test (FST),,Total immobility time,time,s,Light phase,Fig.4. a,abramova_2024_devneur_fig4a,Con_m_ti,PS_m_ti,Con_PS_m_ti,Independent,No,Positive,,103.97,44.65,12,12.89,,128.29,46.06,14,12.31,,,,,,,,,,yes,minor edites to extracted text needed,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2024_devneur_ex011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.207110101,0.02457634
